KataID,Language,KataName,NumParticipants,Animal,Path,StartDate,secsInKata,TotalLights,RedLights,GreenLights,AmberLights,SLOC,EditedLines,CCNum,BranchCoverage,StatementCoverage,NumCycles,EndsInGreen,TransitionString
2E7F6F487F,Python-unittest,Count_Coins,1,cheetah,/Users/michaelhilton/Development/Mycyberdojo/katas/2E/7F6F487F/cheetah/,2014-01-22 06:12:28 -0800,359.0,9,2,3,4,11,23,3,,1.0,0,true,~{red:0:8.0}~{amber:10:221.0}~{amber:2:12.0}~{amber:1:28.0}~{amber:2:17.0}~{green:2:17.0}~{green:2:34.0}~{red:2:11.0}~{green:2:11.0}
2E81ED5884,Java-1.8_JUnit,Game_of_Life,1,elephant,/Users/michaelhilton/Development/Mycyberdojo/katas/2E/81ED5884/elephant/,2013-12-14 19:13:54 -0800,9807.0,35,3,15,17,99,211,67,0.500000,0.750000,2,true,~{red:0:8.0}~{green:2:25.0}~{amber:7:224.0}~{amber:4:203.0}~{amber:4:65.0}~{green:2:49.0}~{green:14:274.0}+{red:5:56.0}+{green:2:160.0}~{green:4:141.0}~{green:2:47.0}~{amber:20:733.0}~{amber:0:23.0}~{green:4:22.0}~{green:3:123.0}~{green:16:520.0}+{amber:12:1200}+{amber:2:24.0}+{amber:4:154.0}+{amber:2:42.0}+{amber:0:1200}+{amber:2:14.0}+{amber:2:14.0}+{amber:4:120.0}+{amber:2:23.0}+{red:4:107.0}+{green:9:48.0}~{green:2:171.0}~{green:0:1200}~{amber:21:365.0}~{green:6:29.0}~{amber:30:1200}~{amber:2:1069.0}~{green:2:29.0}~{green:16:125.0}
2E9FC3003A,Java-1.8_JUnit,Diversion,1,cheetah,/Users/michaelhilton/Development/Mycyberdojo/katas/2E/9FC3003A/cheetah/,2012-12-29 10:49:23 -0800,4812.0,15,1,12,2,63,117,41,0.750000,0.846154,1,true,+{red:0:10.0}+{amber:17:257.0}+{green:2:17.0}~{amber:15:250.0}~{green:2:77.0}~{green:4:37.0}~{green:17:88.0}~{green:15:55.0}~{green:2:14.0}~{green:11:104.0}~{green:16:220.0}~{green:16:83.0}~{green:0:1200}~{green:0:1200}~{green:0:1200}
2ECB21E2EF,Java-1.8_JUnit,Reverse_Roman,5,deer,/Users/michaelhilton/Development/Mycyberdojo/katas/2E/CB21E2EF/deer/,2014-05-16 13:34:27 -0700,1200.0,18,4,4,10,27,63,22,1.000000,1.000000,3,true,+{red:0:63.0}+{amber:10:194.0}+{amber:2:34.0}+{amber:7:60.0}+{amber:4:57.0}+{amber:2:31.0}+{green:2:81.0}+{amber:1:49.0}+{red:2:22.0}+{amber:8:273.0}+{amber:7:33.0}+{amber:1:50.0}+{amber:2:11.0}+{red:4:18.0}+{green:2:29.0}+{red:1:36.0}+{green:1:28.0}~{green:7:131.0}
2ECB21E2EF,Java-1.8_JUnit,Reverse_Roman,5,frog,/Users/michaelhilton/Development/Mycyberdojo/katas/2E/CB21E2EF/frog/,2014-05-16 13:34:27 -0700,1629.0,16,4,4,8,48,112,40,1.000000,1.000000,3,true,+{red:0:76.0}+{amber:11:148.0}+{amber:3:31.0}+{green:3:26.0}+{amber:3:59.0}+{amber:2:30.0}+{red:2:15.0}+{amber:12:508.0}+{green:2:13.0}+{red:1:29.0}+{amber:43:406.0}+{amber:4:31.0}+{amber:4:40.0}+{red:18:46.0}+{green:2:134.0}~{green:2:37.0}
2ECB21E2EF,Java-1.8_JUnit,Reverse_Roman,5,gorilla,/Users/michaelhilton/Development/Mycyberdojo/katas/2E/CB21E2EF/gorilla/,2014-05-16 13:34:27 -0700,1739.0,20,8,3,9,25,82,18,0.000000,0.833333,3,false,+{red:0:48.0}+{amber:18:162.0}+{green:2:64.0}+{red:1:44.0}+{green:3:53.0}+{red:1:30.0}+{amber:3:40.0}+{green:2:21.0}~{amber:17:505.0}~{amber:9:305.0}~{amber:2:63.0}~{amber:2:42.0}~{amber:2:57.0}~{amber:2:19.0}~{red:2:18.0}~{red:4:40.0}~{red:4:64.0}~{red:2:14.0}~{amber:4:84.0}~{red:2:66.0}
2ECB21E2EF,Java-1.8_JUnit,Reverse_Roman,5,lion,/Users/michaelhilton/Development/Mycyberdojo/katas/2E/CB21E2EF/lion/,2014-05-16 13:34:27 -0700,1393.0,22,6,6,10,33,87,27,1.000000,1.000000,3,false,+{red:0:42.0}+{amber:12:174.0}+{green:2:32.0}~{amber:2:88.0}~{green:2:28.0}+{red:4:46.0}+{amber:5:287.0}+{amber:4:56.0}+{red:4:32.0}+{amber:7:53.0}+{green:4:24.0}+{red:5:59.0}+{red:10:86.0}+{green:2:19.0}~{green:1:83.0}~{amber:13:164.0}~{amber:2:13.0}~{amber:2:12.0}~{amber:2:16.0}~{amber:0:20.0}~{green:2:16.0}~{red:2:43.0}
2ECB21E2EF,Java-1.8_JUnit,Reverse_Roman,5,zebra,/Users/michaelhilton/Development/Mycyberdojo/katas/2E/CB21E2EF/zebra/,2014-05-16 13:34:27 -0700,1234.0,13,5,3,5,21,73,14,0.500000,1.000000,3,true,+{red:0:293.0}+{amber:20:170.0}+{green:2:18.0}+{red:2:35.0}+{amber:4:62.0}+{green:9:41.0}+{amber:18:298.0}+{red:2:82.0}+{red:2:28.0}+{red:2:66.0}+{amber:8:94.0}+{amber:2:20.0}+{green:2:27.0}
2EDBDA9724,Java-1.8_JUnit,Fizz_Buzz,1,panda,/Users/michaelhilton/Development/Mycyberdojo/katas/2E/DBDA9724/panda/,2012-10-29 09:15:45 -0700,1446.0,18,6,7,5,43,87,30,1.000000,0.875000,3,true,~{amber:17:295.0}~{amber:0:49.0}~{amber:6:101.0}~{green:2:22.0}~{green:5:63.0}+{red:5:151.0}+{red:4:25.0}+{green:5:71.0}~{green:6:65.0}+{red:6:53.0}+{green:2:25.0}+{red:10:197.0}+{amber:7:123.0}+{red:2:20.0}+{red:2:24.0}+{amber:2:69.0}+{green:2:32.0}~{green:4:61.0}
2EEB48BCB6,Java-1.8_JUnit,Fizz_Buzz,1,panda,/Users/michaelhilton/Development/Mycyberdojo/katas/2E/EB48BCB6/panda/,2014-05-08 15:12:47 -0700,2399.0,17,5,3,9,40,74,29,1.000000,1.000000,2,true,~{red:0:17.0}~{green:2:84.0}+{amber:5:128.0}+{red:11:617.0}+{amber:4:268.0}+{amber:4:28.0}+{red:2:37.0}+{amber:11:321.0}+{amber:2:22.0}+{amber:2:26.0}+{amber:6:89.0}+{amber:4:75.0}+{amber:2:47.0}+{red:6:92.0}+{green:4:328.0}+{red:6:159.0}+{green:3:61.0}
2EEFD74A50,Java-1.8_JUnit,Game_of_Life,1,koala,/Users/michaelhilton/Development/Mycyberdojo/katas/2E/EFD74A50/koala/,2014-04-30 13:06:06 -0700,52.0,2,2,0,0,15,0,10,1.000000,1.000000,0,false,~{red:0:23.0}~{red:0:29.0}
2EF01847FB,Java-1.8_JUnit,Prime_Factors,2,raccoon,/Users/michaelhilton/Development/Mycyberdojo/katas/2E/F01847FB/raccoon/,2014-03-04 10:18:55 -0800,3275.0,41,9,11,21,101,200,76,1.000000,1.000000,5,true,+{red:0:174.0}+{amber:19:292.0}+{amber:8:162.0}+{amber:4:31.0}+{amber:4:20.0}+{amber:2:13.0}+{amber:1:87.0}+{amber:2:24.0}+{amber:3:36.0}+{amber:2:75.0}+{amber:2:20.0}+{amber:2:29.0}+{green:2:69.0}+{amber:12:220.0}+{amber:2:15.0}+{amber:2:46.0}+{amber:2:75.0}+{amber:2:50.0}+{amber:2:9.0}+{amber:2:20.0}+{red:2:142.0}+{green:1:44.0}+{red:8:30.0}+{green:5:50.0}~{green:3:16.0}~{green:8:48.0}+{red:9:38.0}+{red:9:133.0}+{red:2:25.0}+{red:5:64.0}+{green:9:73.0}~{green:5:30.0}~{red:9:43.0}~{green:2:19.0}+{red:10:36.0}+{amber:15:780.0}+{amber:1:27.0}+{amber:2:39.0}+{green:1:26.0}~{green:9:92.0}~{green:10:53.0}
2F1C8B92FA,Java-1.8_JUnit,100_doors,1,elephant,/Users/michaelhilton/Development/Mycyberdojo/katas/2F/1C8B92FA/elephant/,2014-02-06 02:15:19 -0800,931.0,21,4,5,12,23,70,17,1.000000,1.000000,1,true,~{red:0:9.0}~{red:0:67.0}~{amber:2:21.0}~{green:2:17.0}+{amber:9:183.0}+{amber:4:26.0}+{amber:2:12.0}+{amber:0:49.0}+{amber:2:7.0}+{amber:2:44.0}+{amber:2:7.0}+{amber:1:17.0}+{amber:5:89.0}+{amber:14:57.0}+{red:2:19.0}+{red:2:23.0}+{green:10:138.0}~{green:0:9.0}~{green:2:14.0}~{amber:8:115.0}~{green:1:8.0}
2F3CD99144,Java-1.8_JUnit,Gray_Code,1,koala,/Users/michaelhilton/Development/Mycyberdojo/katas/2F/3CD99144/koala/,2014-02-14 14:04:16 -0800,38.0,2,1,0,1,16,1,3,,,0,false,~{red:0:15.0}~{amber:1:23.0}
2F415C5F27,Java-1.8_JUnit,Count_Coins,8,cheetah,/Users/michaelhilton/Development/Mycyberdojo/katas/2F/415C5F27/cheetah/,2014-04-22 19:53:01 -0700,1404.0,3,2,1,0,15,2,10,1.000000,1.000000,0,true,~{red:0:1200}~{red:0:189.0}~{green:2:15.0}
2F415C5F27,Java-1.8_JUnit,Count_Coins,8,hippo,/Users/michaelhilton/Development/Mycyberdojo/katas/2F/415C5F27/hippo/,2014-04-22 19:53:01 -0700,1254.0,3,3,0,0,15,0,10,1.000000,1.000000,0,false,~{red:0:1200}~{red:0:41.0}~{red:0:13.0}
2F415C5F27,Java-1.8_JUnit,Count_Coins,8,koala,/Users/michaelhilton/Development/Mycyberdojo/katas/2F/415C5F27/koala/,2014-04-22 19:53:01 -0700,1254.0,2,1,1,0,15,2,10,1.000000,1.000000,0,true,~{red:0:1200}~{green:2:54.0}
2F415C5F27,Java-1.8_JUnit,Count_Coins,8,raccoon,/Users/michaelhilton/Development/Mycyberdojo/katas/2F/415C5F27/raccoon/,2014-04-22 19:53:01 -0700,598.0,3,2,0,1,21,8,14,,,1,false,+{red:0:21.0}+{red:2:495.0}+{amber:6:82.0}
2F4DA653A2,Java-1.8_JUnit,Phone_Numbers,1,frog,/Users/michaelhilton/Development/Mycyberdojo/katas/2F/4DA653A2/frog/,2013-10-06 09:57:51 -0700,1167.0,10,3,2,5,22,19,16,,,0,false,~{red:0:20.0}~{red:0:397.0}~{red:0:16.0}~{green:3:58.0}~{amber:0:308.0}~{amber:0:27.0}~{amber:4:17.0}~{green:2:21.0}~{amber:7:201.0}~{amber:3:102.0}
2F61F58D84,Python-unittest,Fizz_Buzz,1,panda,/Users/michaelhilton/Development/Mycyberdojo/katas/2F/61F58D84/panda/,2014-03-07 09:55:28 -0800,958.0,3,1,1,1,13,7,5,,0.33299999999999996,0,false,~{red:0:6.0}~{green:2:85.0}~{amber:5:867.0}
2F83B9E118,Java-1.8_JUnit,Yatzy,2,gorilla,/Users/michaelhilton/Development/Mycyberdojo/katas/2F/83B9E118/gorilla/,2014-02-10 11:54:05 -0800,1219.0,2,2,0,0,15,0,10,1.000000,1.000000,0,false,~{red:0:19.0}~{red:0:1200}
2F83B9E118,Java-1.8_JUnit,Yatzy,2,hippo,/Users/michaelhilton/Development/Mycyberdojo/katas/2F/83B9E118/hippo/,2014-02-10 11:54:05 -0800,130.0,3,2,1,0,15,4,10,1.000000,1.000000,0,true,~{red:0:84.0}~{red:2:36.0}~{green:2:10.0}
2F878D93BD,Python-unittest,Fizz_Buzz,8,lion,/Users/michaelhilton/Development/Mycyberdojo/katas/2F/878D93BD/lion/,2013-04-11 05:43:42 -0700,1005.0,15,6,6,3,29,47,3,,1.0,0,false,~{red:0:13.0}~{amber:6:227.0}~{amber:2:24.0}~{red:6:47.0}~{red:8:165.0}~{green:2:44.0}~{red:1:58.0}~{green:2:38.0}~{red:1:30.0}~{green:4:48.0}~{green:1:42.0}~{amber:1:28.0}~{green:2:9.0}~{green:1:22.0}~{red:10:210.0}
2F878D93BD,Python-unittest,Fizz_Buzz,8,wolf,/Users/michaelhilton/Development/Mycyberdojo/katas/2F/878D93BD/wolf/,2013-04-11 05:43:42 -0700,1522.0,20,4,6,10,0,61,,,,0,false,~{red:0:507.0}~{amber:2:70.0}~{amber:2:12.0}~{amber:2:10.0}~{amber:0:28.0}~{amber:4:17.0}~{green:2:17.0}~{amber:3:122.0}~{amber:8:121.0}~{amber:2:10.0}~{amber:2:13.0}~{green:2:11.0}~{red:5:46.0}~{green:5:37.0}~{red:6:45.0}~{green:2:26.0}~{red:7:72.0}~{green:2:27.0}~{green:5:37.0}~{amber:0:294.0}
2F8807D06F,Java-1.8_JUnit,Fizz_Buzz,1,snake,/Users/michaelhilton/Development/Mycyberdojo/katas/2F/8807D06F/snake/,2013-06-08 20:57:27 -0700,1150.0,14,5,3,6,40,75,30,1.000000,1.000000,2,true,+{red:0:10.0}+{amber:14:410.0}+{amber:2:13.0}+{amber:8:101.0}+{amber:6:28.0}+{red:2:22.0}+{amber:5:72.0}+{amber:4:80.0}+{green:2:114.0}~{green:7:81.0}+{red:17:126.0}+{red:4:48.0}+{red:2:27.0}+{green:2:18.0}
2FABF1A789,Java-1.8_JUnit,Leap_Years,1,frog,/Users/michaelhilton/Development/Mycyberdojo/katas/2F/ABF1A789/frog/,2014-01-14 17:40:03 -0800,1425.0,13,6,6,1,37,66,25,1.000000,1.000000,4,true,+{red:0:10.0}+{amber:19:264.0}+{green:2:21.0}~{green:7:71.0}+{red:2:12.0}+{green:6:66.0}+{red:7:55.0}+{green:2:48.0}+{red:7:48.0}+{red:10:155.0}+{red:2:375.0}+{green:2:95.0}~{green:0:205.0}
2FD057004F,Python-unittest,Game_of_Life,1,moose,/Users/michaelhilton/Development/Mycyberdojo/katas/2F/D057004F/moose/,2013-12-30 17:10:15 -0800,941.0,14,1,11,2,18,52,3,,1.0,0,true,~{red:0:9.0}~{green:2:73.0}~{green:1:79.0}~{green:5:140.0}~{green:4:149.0}~{amber:9:42.0}~{amber:8:109.0}~{green:2:43.0}~{green:3:58.0}~{green:2:15.0}~{green:2:112.0}~{green:2:8.0}~{green:8:70.0}~{green:4:34.0}
300154580B,Python-unittest,Recently_Used_List,2,frog,/Users/michaelhilton/Development/Mycyberdojo/katas/30/0154580B/frog/,2013-06-25 07:07:30 -0700,2478.0,24,10,4,10,50,217,11,,0.946,0,false,~{amber:0:12.0}~{red:18:0.0}~{red:20:383.0}~{red:41:658.0}~{amber:7:35.0}~{amber:4:99.0}~{amber:1:21.0}~{amber:6:88.0}~{amber:3:37.0}~{amber:0:9.0}~{red:5:176.0}~{amber:2:32.0}~{red:3:53.0}~{green:2:48.0}~{amber:3:96.0}~{green:2:55.0}~{green:3:35.0}~{green:2:24.0}~{red:1:108.0}~{red:4:34.0}~{red:7:40.0}~{red:16:80.0}~{amber:0:353.0}~{red:67:2.0}
3023BD5C43,Java-1.8_JUnit,LCD_Digits,1,deer,/Users/michaelhilton/Development/Mycyberdojo/katas/30/23BD5C43/deer/,2014-07-07 17:43:57 -0700,6689.0,40,12,19,9,123,544,70,1.000000,1.000000,3,true,+{red:0:13.0}+{amber:7:449.0}+{amber:2:16.0}+{red:7:83.0}+{green:2:96.0}~{amber:2:23.0}~{green:0:20.0}+{red:6:111.0}+{green:5:128.0}~{amber:17:490.0}~{amber:4:35.0}~{red:4:30.0}~{green:2:113.0}~{green:24:336.0}~{green:5:85.0}+{red:3:53.0}+{amber:33:975.0}+{amber:2:18.0}+{red:1:23.0}+{amber:49:309.0}+{red:2:13.0}+{red:2:64.0}+{green:2:42.0}~{red:6:46.0}~{green:2:16.0}~{green:6:45.0}~{green:6:45.0}~{green:6:34.0}~{red:6:83.0}~{green:2:38.0}~{red:6:29.0}~{green:2:10.0}~{green:6:28.0}~{amber:97:1200}~{red:61:79.0}~{green:2:60.0}~{green:40:234.0}~{green:65:384.0}~{green:5:685.0}~{green:45:148.0}
3029816714,Java-1.8_JUnit,Recently_Used_List,1,koala,/Users/michaelhilton/Development/Mycyberdojo/katas/30/29816714/koala/,2013-01-15 07:46:38 -0800,16.0,3,2,0,1,15,2,10,1.000000,1.000000,0,false,~{red:0:7.0}~{amber:0:1.0}~{red:2:8.0}
303849BEBB,Java-1.8_JUnit,Yatzy_Cutdown,2,hippo,/Users/michaelhilton/Development/Mycyberdojo/katas/30/3849BEBB/hippo/,2014-04-10 19:26:55 -0700,255.0,4,1,1,2,300,345,210,1.000000,1.000000,1,true,+{red:0:48.0}+{amber:177:126.0}+{amber:167:63.0}+{green:1:18.0}
303849BEBB,Java-1.8_JUnit,Yatzy_Cutdown,2,wolf,/Users/michaelhilton/Development/Mycyberdojo/katas/30/3849BEBB/wolf/,2014-04-10 19:26:55 -0700,36.0,2,2,0,0,15,0,10,1.000000,1.000000,0,false,~{red:0:11.0}~{red:0:25.0}
305938CBB5,Python-unittest,Phone_Numbers,1,buffalo,/Users/michaelhilton/Development/Mycyberdojo/katas/30/5938CBB5/buffalo/,2014-07-04 13:05:18 -0700,68.0,2,2,0,0,12,0,3,,1.0,0,false,~{red:0:25.0}~{red:0:43.0}
3072A593F3,Java-1.8_JUnit,Prime_Factors,1,hippo,/Users/michaelhilton/Development/Mycyberdojo/katas/30/72A593F3/hippo/,2013-01-29 18:09:16 -0800,3019.0,18,4,5,9,94,159,67,1.000000,0.857143,1,true,+{red:0:1200}+{amber:27:352.0}+{red:4:43.0}+{amber:14:229.0}+{amber:4:36.0}+{amber:0:4.0}+{amber:2:12.0}+{amber:1:11.0}+{red:3:47.0}+{red:5:145.0}+{green:14:274.0}~{green:45:151.0}~{green:14:244.0}~{amber:10:122.0}~{amber:2:10.0}~{amber:3:84.0}~{green:2:14.0}~{green:9:41.0}
307C5B45D0,Java-1.8_JUnit,LCD_Digits,1,elephant,/Users/michaelhilton/Development/Mycyberdojo/katas/30/7C5B45D0/elephant/,2013-01-24 15:30:47 -0800,2909.0,25,9,9,7,54,152,40,1.000000,1.000000,3,true,~{red:0:9.0}~{green:2:32.0}~{amber:4:43.0}~{green:2:14.0}+{amber:8:81.0}+{red:2:16.0}+{green:2:23.0}+{red:7:106.0}+{amber:2:56.0}+{red:7:15.0}+{green:2:11.0}~{green:6:27.0}~{green:10:139.0}~{red:16:87.0}~{green:16:565.0}~{amber:21:184.0}~{amber:5:35.0}~{green:2:25.0}+{red:8:140.0}+{amber:9:173.0}+{amber:6:42.0}+{red:4:31.0}+{red:1:43.0}+{red:8:980.0}+{green:2:32.0}
30D040EAB1,Python-unittest,Fizz_Buzz,1,moose,/Users/michaelhilton/Development/Mycyberdojo/katas/30/D040EAB1/moose/,2014-05-20 04:16:23 -0700,58.0,2,2,0,0,12,0,3,,1.0,0,false,~{red:0:12.0}~{red:0:46.0}
30E7A3FC82,Python-unittest,Print_Diamond,1,koala,/Users/michaelhilton/Development/Mycyberdojo/katas/30/E7A3FC82/koala/,2014-07-23 22:52:12 -0700,35.0,2,2,0,0,22,18,3,,1.0,0,false,~{red:0:5.0}~{red:18:30.0}
31106C7E70,Java-1.8_JUnit,Roman_Numerals,2,frog,/Users/michaelhilton/Development/Mycyberdojo/katas/31/106C7E70/frog/,2014-04-28 22:20:06 -0700,3327.0,10,3,5,2,121,172,90,1.000000,0.000000,1,true,+{red:0:9.0}+{amber:49:1200}+{amber:4:54.0}+{red:2:33.0}+{red:19:277.0}+{green:2:368.0}~{green:21:111.0}~{green:4:30.0}~{green:0:1200}~{green:71:45.0}
3127A34D1A,Java-1.8_JUnit,Poker_Hands,13,alligator,/Users/michaelhilton/Development/Mycyberdojo/katas/31/27A34D1A/alligator/,2014-07-22 10:33:25 -0700,2894.0,15,1,1,13,104,193,75,0.000000,0.000000,0,false,~{amber:0:103.0}~{amber:17:702.0}~{amber:3:130.0}~{amber:5:22.0}~{amber:2:14.0}~{amber:7:36.0}~{amber:0:10.0}~{amber:2:55.0}~{amber:4:173.0}~{amber:0:33.0}~{amber:0:32.0}~{green:1:9.0}~{amber:11:349.0}~{amber:139:1200}~{red:2:26.0}
3127A34D1A,Java-1.8_JUnit,Poker_Hands,13,cheetah,/Users/michaelhilton/Development/Mycyberdojo/katas/31/27A34D1A/cheetah/,2014-07-22 10:33:25 -0700,1606.0,7,0,0,7,15,0,10,1.000000,1.000000,0,false,~{amber:0:1200}~{amber:0:2.0}~{amber:0:48.0}~{amber:0:39.0}~{amber:0:29.0}~{amber:0:43.0}~{amber:0:245.0}
3127A34D1A,Java-1.8_JUnit,Poker_Hands,13,deer,/Users/michaelhilton/Development/Mycyberdojo/katas/31/27A34D1A/deer/,2014-07-22 10:33:25 -0700,3249.0,13,2,2,9,54,126,39,1.000000,1.000000,1,false,~{amber:0:88.0}~{amber:6:425.0}~{green:2:24.0}+{amber:22:1105.0}+{amber:0:26.0}+{amber:2:19.0}+{amber:54:1200}+{amber:1:31.0}+{amber:21:175.0}+{amber:6:87.0}+{red:2:22.0}+{green:5:31.0}~{red:5:16.0}
3127A34D1A,Java-1.8_JUnit,Poker_Hands,13,frog,/Users/michaelhilton/Development/Mycyberdojo/katas/31/27A34D1A/frog/,2014-07-22 10:33:25 -0700,2228.0,8,1,0,7,10,29,7,,,1,false,+{red:0:538.0}+{amber:21:582.0}+{amber:0:22.0}+{amber:0:20.0}+{amber:0:60.0}+{amber:8:709.0}+{amber:0:24.0}+{amber:0:273.0}
3127A34D1A,Java-1.8_JUnit,Poker_Hands,13,hippo,/Users/michaelhilton/Development/Mycyberdojo/katas/31/27A34D1A/hippo/,2014-07-22 10:33:25 -0700,4680.0,22,2,7,13,79,193,56,0.550000,0.588235,1,false,+{red:0:38.0}+{amber:16:468.0}+{amber:4:68.0}+{amber:2:17.0}+{amber:4:82.0}+{amber:0:8.0}+{amber:2:68.0}+{amber:4:20.0}+{amber:0:21.0}+{amber:0:50.0}+{green:0:94.0}~{amber:5:221.0}~{amber:9:178.0}~{amber:20:345.0}~{amber:50:1192.0}~{green:2:24.0}~{green:4:68.0}~{green:33:416.0}~{green:14:280.0}~{green:2:88.0}~{green:11:768.0}~{red:11:166.0}
3127A34D1A,Java-1.8_JUnit,Poker_Hands,13,lion,/Users/michaelhilton/Development/Mycyberdojo/katas/31/27A34D1A/lion/,2014-07-22 10:33:25 -0700,4462.0,24,0,2,22,127,206,101,0.500000,0.571429,0,true,~{amber:0:77.0}~{amber:27:968.0}~{amber:4:21.0}~{amber:3:8.0}~{amber:0:18.0}~{amber:0:25.0}~{amber:2:63.0}~{amber:4:10.0}~{amber:0:124.0}~{amber:10:22.0}~{amber:4:111.0}~{amber:8:158.0}~{amber:4:90.0}~{amber:0:63.0}~{amber:0:141.0}~{amber:0:11.0}~{amber:0:7.0}~{amber:0:113.0}~{amber:0:8.0}~{amber:0:7.0}~{amber:0:1121.0}~{amber:128:1200}~{green:6:22.0}~{green:6:74.0}
3127A34D1A,Java-1.8_JUnit,Poker_Hands,13,gorilla,/Users/michaelhilton/Development/Mycyberdojo/katas/31/27A34D1A/gorilla/,2014-07-22 10:33:25 -0700,1201.0,2,0,0,2,15,0,10,1.000000,1.000000,0,false,~{amber:0:1200}~{amber:0:1.0}
3127A34D1A,Java-1.8_JUnit,Poker_Hands,13,panda,/Users/michaelhilton/Development/Mycyberdojo/katas/31/27A34D1A/panda/,2014-07-22 10:33:25 -0700,3040.0,10,0,3,7,88,174,58,0.800000,0.894737,0,false,~{amber:0:56.0}~{amber:21:772.0}~{amber:0:16.0}~{amber:7:240.0}~{green:98:1200}~{amber:27:593.0}~{green:2:23.0}~{green:15:98.0}~{amber:4:37.0}~{amber:0:5.0}
3127A34D1A,Java-1.8_JUnit,Poker_Hands,13,raccoon,/Users/michaelhilton/Development/Mycyberdojo/katas/31/27A34D1A/raccoon/,2014-07-22 10:33:25 -0700,2812.0,20,0,2,18,141,210,100,0.600000,0.666667,0,true,~{amber:0:78.0}~{amber:19:630.0}~{amber:2:26.0}~{amber:4:23.0}~{amber:0:20.0}~{amber:0:24.0}~{amber:0:107.0}~{amber:2:7.0}~{amber:2:10.0}~{amber:4:33.0}~{amber:2:8.0}~{amber:2:10.0}~{amber:2:11.0}~{amber:3:6.0}~{amber:2:9.0}~{amber:3:8.0}~{amber:1:330.0}~{amber:0:235.0}~{green:161:1200}~{green:1:37.0}
3127A34D1A,Java-1.8_JUnit,Poker_Hands,13,snake,/Users/michaelhilton/Development/Mycyberdojo/katas/31/27A34D1A/snake/,2014-07-22 10:33:25 -0700,1050.0,3,0,0,3,15,0,10,1.000000,1.000000,0,false,~{amber:0:889.0}~{amber:0:11.0}~{amber:0:150.0}
319A0186EF,Java-1.8_JUnit,Fizz_Buzz,2,alligator,/Users/michaelhilton/Development/Mycyberdojo/katas/31/9A0186EF/alligator/,2014-06-10 10:05:53 -0700,751.0,8,2,3,3,33,44,22,1.000000,1.000000,2,true,+{red:0:37.0}+{amber:11:187.0}+{green:10:64.0}+{red:6:60.0}+{amber:5:194.0}+{green:2:22.0}~{amber:6:148.0}~{green:4:39.0}
31C3A5B939,Java-1.8_JUnit,Anagrams,1,alligator,/Users/michaelhilton/Development/Mycyberdojo/katas/31/C3A5B939/alligator/,2014-02-15 13:30:08 -0800,347.0,7,1,1,5,20,22,14,,,1,false,+{red:0:13.0}+{amber:12:91.0}+{amber:2:14.0}+{amber:2:27.0}+{amber:2:38.0}+{green:2:13.0}~{amber:2:151.0}
3127A34D1A,Java-1.8_JUnit,Poker_Hands,13,moose,/Users/michaelhilton/Development/Mycyberdojo/katas/31/27A34D1A/moose/,2014-07-22 10:33:25 -0700,1336.0,30,2,0,28,10,22,7,,,1,false,+{amber:0:1200}+{amber:0:4.0}+{red:0:11.0}+{amber:0:5.0}+{red:0:9.0}+{amber:22:35.0}+{amber:0:11.0}+{amber:0:2.0}+{amber:0:2.0}+{amber:0:5.0}+{amber:0:14.0}+{amber:0:3.0}+{amber:0:2.0}+{amber:0:6.0}+{amber:0:1.0}+{amber:0:2.0}+{amber:0:2.0}+{amber:0:2.0}+{amber:0:1.0}+{amber:0:2.0}+{amber:0:1.0}+{amber:0:2.0}+{amber:0:1.0}+{amber:0:1.0}+{amber:0:2.0}+{amber:0:2.0}+{amber:0:3.0}+{amber:0:1.0}+{amber:0:2.0}+{amber:0:2.0}
31DFF0B327,Python-unittest,Anagrams,3,moose,/Users/michaelhilton/Development/Mycyberdojo/katas/31/DFF0B327/moose/,2014-07-11 09:15:03 -0700,10298.0,36,8,16,12,78,152,13,,1.0,0,true,~{red:0:15.0}~{amber:12:382.0}~{green:2:84.0}~{green:0:1200}~{red:7:594.0}~{amber:3:123.0}~{green:5:34.0}~{green:1:240.0}~{green:1:40.0}~{amber:15:1200}~{amber:2:24.0}~{green:2:24.0}~{green:4:326.0}~{red:2:16.0}~{green:8:74.0}~{green:16:760.0}~{amber:5:252.0}~{amber:2:54.0}~{amber:2:320.0}~{amber:2:22.0}~{red:3:349.0}~{amber:3:265.0}~{amber:1:1200}~{red:11:726.0}~{red:4:47.0}~{red:4:146.0}~{green:2:73.0}~{green:2:51.0}~{amber:1:29.0}~{amber:6:146.0}~{red:2:64.0}~{green:11:1142.0}~{green:1:27.0}~{green:3:75.0}~{green:4:95.0}~{green:3:79.0}
