KataID|Language|KataName|NumParticipants|Animal|Path|StartDate|secsInKata|TotalLights|RedLights|GreenLights|AmberLights|SLOC|EditedLines|TotalTests|CCNum|BranchCoverage|StatementCoverage|NumCycles|EndsInGreen|LightData|JsonCycles|TDDScore
10C4F976F8|Java-1.8_JUnit|Fizz_Buzz|8|lion|/Users/hughryan/Developer/cyberdojo/katas/10/C4F976F8/lion/|2014-04-29 08:44:56 -0700|1421.0|19|4|6|9|22|97|1|NA|1.000000|1.000000|2|true|+{red:0:39.0}+{red:2:109.0}+{green:4:43.0}~{amber:2:22.0}~{green:2:15.0}~{amber:2:150.0}~{amber:8:106.0}~{amber:17:266.0}~{amber:2:21.0}~{green:2:12.0}+{amber:15:89.0}+{amber:3:12.0}+{amber:1:19.0}+{amber:2:11.0}+{red:2:53.0}+{red:9:136.0}+{green:4:15.0}~{green:16:116.0}~{green:4:187.0}|[{"lights":[{"color":"red","edits":0,"time":39.0},{"color":"red","edits":2,"time":109.0},{"color":"green","edits":4,"time":43.0}],"totalEdits":6,"totalTime":191.0},{"lights":[{"color":"amber","edits":15,"time":89.0},{"color":"amber","edits":3,"time":12.0},{"color":"amber","edits":1,"time":19.0},{"color":"amber","edits":2,"time":11.0},{"color":"red","edits":2,"time":53.0},{"color":"red","edits":9,"time":136.0},{"color":"green","edits":4,"time":15.0}],"totalEdits":36,"totalTime":335.0}]|48.30897735622203
10C4F976F8|Java-1.8_JUnit|Fizz_Buzz|8|panda|/Users/hughryan/Developer/cyberdojo/katas/10/C4F976F8/panda/|2014-04-29 08:44:56 -0700|457.0|13|3|3|7|48|139|8|NA|0.000000|0.000000|1|true|~{red:0:55.0}~{amber:2:127.0}~{green:0:20.0}+{amber:2:34.0}+{amber:107:0}+{amber:2:23.0}+{amber:2:13.0}+{amber:2:19.0}+{amber:4:30.0}+{red:2:41.0}+{green:4:35.0}~{red:10:35.0}~{green:2:25.0}|[{"lights":[{"color":"amber","edits":2,"time":34.0},{"color":"amber","edits":107,"time":0},{"color":"amber","edits":2,"time":23.0},{"color":"amber","edits":2,"time":13.0},{"color":"amber","edits":2,"time":19.0},{"color":"amber","edits":4,"time":30.0},{"color":"red","edits":2,"time":41.0},{"color":"green","edits":4,"time":35.0}],"totalEdits":125,"totalTime":195.0}]|162.53848555815767
10C4F976F8|Java-1.8_JUnit|Fizz_Buzz|8|raccoon|/Users/hughryan/Developer/cyberdojo/katas/10/C4F976F8/raccoon/|2014-04-29 08:44:56 -0700|2686.0|14|1|9|4|33|156|5|NA|0.000000|0.000000|0|true|~{red:0:47.0}~{amber:2:135.0}~{green:0:23.0}~{green:60:1022.0}~{green:24:413.0}~{green:4:144.0}~{green:2:149.0}~{green:6:156.0}~{green:14:293.0}~{amber:15:0}~{amber:2:23.0}~{amber:20:191.0}~{green:2:29.0}~{green:5:61.0}|[]|20.0
10D8A12944|Python-unittest|100_doors|1|hippo|/Users/hughryan/Developer/cyberdojo/katas/10/D8A12944/hippo/|2013-06-25 22:51:48 -0700|2918.0|21|2|10|9|39|114|5|9|NA|0.81|1|true|+{red:0:8.0}+{amber:26:601.0}+{amber:4:36.0}+{amber:2:29.0}+{amber:2:20.0}+{amber:16:42.0}+{amber:2:15.0}+{green:6:227.0}~{green:3:72.0}~{green:2:62.0}~{amber:6:361.0}~{amber:2:21.0}~{green:2:156.0}~{green:5:169.0}~{green:4:97.0}~{amber:4:232.0}~{green:2:34.0}~{red:9:181.0}~{green:2:11.0}~{green:11:332.0}~{green:4:212.0}|[{"lights":[{"color":"red","edits":0,"time":8.0},{"color":"amber","edits":26,"time":601.0},{"color":"amber","edits":4,"time":36.0},{"color":"amber","edits":2,"time":29.0},{"color":"amber","edits":2,"time":20.0},{"color":"amber","edits":16,"time":42.0},{"color":"amber","edits":2,"time":15.0},{"color":"green","edits":6,"time":227.0}],"totalEdits":58,"totalTime":978.0}]|112.15647418140493
10DB832A1E|Java-1.8_JUnit|Fizz_Buzz|1|elephant|/Users/hughryan/Developer/cyberdojo/katas/10/DB832A1E/elephant/|2014-03-03 01:45:07 -0800|1084.0|13|4|6|3|53|96|4|NA|1.000000|1.000000|3|true|+{red:0:13.0}+{green:9:403.0}~{amber:21:81.0}~{green:2:29.0}+{red:4:116.0}+{amber:1:20.0}+{green:2:26.0}+{amber:22:97.0}+{red:2:28.0}+{red:2:32.0}+{green:2:37.0}~{green:27:93.0}~{green:2:109.0}|[{"lights":[{"color":"red","edits":0,"time":13.0},{"color":"green","edits":9,"time":403.0}],"totalEdits":9,"totalTime":416.0},{"lights":[{"color":"red","edits":4,"time":116.0},{"color":"amber","edits":1,"time":20.0},{"color":"green","edits":2,"time":26.0}],"totalEdits":7,"totalTime":162.0},{"lights":[{"color":"amber","edits":22,"time":97.0},{"color":"red","edits":2,"time":28.0},{"color":"red","edits":2,"time":32.0},{"color":"green","edits":2,"time":37.0}],"totalEdits":28,"totalTime":194.0}]|52.015896637687774
10DF36557D|Java-1.8_JUnit|Fizz_Buzz|1|deer|/Users/hughryan/Developer/cyberdojo/katas/10/DF36557D/deer/|2014-02-16 19:33:44 -0800|987.0|3|1|2|0|10|2|1|NA|1.000000|1.000000|1|true|+{red:0:33.0}+{green:2:768.0}~{green:0:186.0}|[{"lights":[{"color":"red","edits":0,"time":33.0},{"color":"green","edits":2,"time":768.0}],"totalEdits":2,"totalTime":801.0}]|57.2269592476489
10E5DB13E7|Python-unittest|Count_Coins|2|frog|/Users/hughryan/Developer/cyberdojo/katas/10/E5DB13E7/frog/|2013-07-29 07:46:27 -0700|1874.0|11|8|3|0|29|49|1|3|NA|1.0|1|true|+{red:0:14.0}+{red:15:649.0}+{red:2:43.0}+{red:6:118.0}+{red:6:149.0}+{red:1:61.0}+{red:2:27.0}+{green:9:690.0}~{red:1:50.0}~{green:3:73.0}~{green:4:0}|[{"lights":[{"color":"red","edits":0,"time":14.0},{"color":"red","edits":15,"time":649.0},{"color":"red","edits":2,"time":43.0},{"color":"red","edits":6,"time":118.0},{"color":"red","edits":6,"time":149.0},{"color":"red","edits":1,"time":61.0},{"color":"red","edits":2,"time":27.0},{"color":"green","edits":9,"time":690.0}],"totalEdits":41,"totalTime":1751.0}]|62.3667589198893
10EEBDF985|Python-unittest|Leap_Years|1|raccoon|/Users/hughryan/Developer/cyberdojo/katas/10/EEBDF985/raccoon/|2013-12-26 06:18:13 -0800|1404.0|11|9|0|2|29|49|1|5|NA|0.0|0|false|~{red:0:19.0}~{red:2:152.0}~{red:2:417.0}~{red:10:45.0}~{amber:11:102.0}~{amber:0:43.0}~{red:0:80.0}~{red:6:144.0}~{red:4:130.0}~{red:6:206.0}~{red:8:66.0}|[]|20.0
1110ABB93E|Python-unittest|100_doors|1|snake|/Users/hughryan/Developer/cyberdojo/katas/11/10ABB93E/snake/|2014-03-11 10:41:05 -0700|1039.0|13|2|0|11|29|42|1|5|NA|1.0|0|false|~{red:0:23.0}~{amber:7:317.0}~{amber:1:60.0}~{amber:2:37.0}~{amber:4:54.0}~{amber:2:20.0}~{amber:11:78.0}~{amber:2:72.0}~{amber:2:11.0}~{amber:4:152.0}~{amber:0:97.0}~{amber:2:23.0}~{red:5:95.0}|[]|40.0
112310B5DA|Java-1.8_JUnit|Fizz_Buzz|3|elephant|/Users/hughryan/Developer/cyberdojo/katas/11/2310B5DA/elephant/|2014-05-29 15:31:04 -0700|877.0|7|2|5|0|34|56|5|NA|1.000000|1.000000|2|true|+{red:0:0}+{green:16:491.0}~{green:7:63.0}~{green:7:45.0}+{red:7:147.0}+{green:12:76.0}~{green:7:55.0}|[{"lights":[{"color":"red","edits":0,"time":0},{"color":"green","edits":16,"time":491.0}],"totalEdits":16,"totalTime":491.0},{"lights":[{"color":"red","edits":7,"time":147.0},{"color":"green","edits":12,"time":76.0}],"totalEdits":19,"totalTime":223.0}]|47.362905896752835
113F634AAA|Java-1.8_JUnit|Print_Diamond|2|wolf|/Users/hughryan/Developer/cyberdojo/katas/11/3F634AAA/wolf/|2013-05-23 21:56:05 -0700|3336.0|13|1|3|9|41|167|2|NA|0.875000|1.000000|1|true|+{red:0:108.0}+{amber:11:572.0}+{amber:4:208.0}+{amber:2:25.0}+{green:2:50.0}~{amber:4:219.0}~{amber:29:747.0}~{amber:9:174.0}~{green:2:35.0}~{amber:30:0}~{amber:43:0}~{amber:16:539.0}~{green:15:659.0}|[{"lights":[{"color":"red","edits":0,"time":108.0},{"color":"amber","edits":11,"time":572.0},{"color":"amber","edits":4,"time":208.0},{"color":"amber","edits":2,"time":25.0},{"color":"green","edits":2,"time":50.0}],"totalEdits":19,"totalTime":963.0}]|66.63026869107166
116CF155CB|Python-unittest|Recently_Used_List|1|cheetah|/Users/hughryan/Developer/cyberdojo/katas/11/6CF155CB/cheetah/|2013-06-03 05:42:19 -0700|1785.0|29|6|11|12|49|131|9|6|NA|1.0|4|true|+{red:0:7.0}+{amber:11:301.0}+{green:7:46.0}~{amber:7:73.0}~{amber:2:44.0}~{amber:2:20.0}~{amber:4:12.0}~{green:7:46.0}+{red:5:34.0}+{red:2:14.0}+{green:2:70.0}~{green:17:70.0}+{red:7:58.0}+{amber:1:213.0}+{amber:3:35.0}+{amber:1:60.0}+{green:3:161.0}~{amber:14:109.0}~{amber:3:18.0}~{green:2:13.0}+{red:4:31.0}+{amber:4:28.0}+{green:2:36.0}~{green:7:130.0}~{green:2:11.0}~{green:2:35.0}~{red:6:89.0}~{amber:2:7.0}~{green:2:14.0}|[{"lights":[{"color":"red","edits":0,"time":7.0},{"color":"amber","edits":11,"time":301.0},{"color":"green","edits":7,"time":46.0}],"totalEdits":18,"totalTime":354.0},{"lights":[{"color":"red","edits":5,"time":34.0},{"color":"red","edits":2,"time":14.0},{"color":"green","edits":2,"time":70.0}],"totalEdits":9,"totalTime":118.0},{"lights":[{"color":"red","edits":7,"time":58.0},{"color":"amber","edits":1,"time":213.0},{"color":"amber","edits":3,"time":35.0},{"color":"amber","edits":1,"time":60.0},{"color":"green","edits":3,"time":161.0}],"totalEdits":15,"totalTime":527.0},{"lights":[{"color":"red","edits":4,"time":31.0},{"color":"amber","edits":4,"time":28.0},{"color":"green","edits":2,"time":36.0}],"totalEdits":10,"totalTime":95.0}]|41.46082919654348
11A0E90B56|Java-1.8_JUnit|Leap_Years|1|gorilla|/Users/hughryan/Developer/cyberdojo/katas/11/A0E90B56/gorilla/|2014-02-18 21:12:12 -0800|2882.0|26|4|2|20|17|118|2|NA|1.000000|0.666667|1|true|+{red:0:8.0}+{amber:14:0}+{amber:23:0}+{amber:2:27.0}+{amber:2:21.0}+{amber:2:843.0}+{amber:4:223.0}+{amber:1:125.0}+{amber:2:279.0}+{amber:2:80.0}+{amber:27:636.0}+{amber:2:38.0}+{amber:2:72.0}+{amber:6:43.0}+{amber:2:14.0}+{amber:1:25.0}+{red:2:13.0}+{amber:2:110.0}+{amber:2:19.0}+{amber:2:12.0}+{amber:0:27.0}+{amber:2:104.0}+{red:2:18.0}+{green:3:53.0}~{red:9:61.0}~{green:2:31.0}|[{"lights":[{"color":"red","edits":0,"time":8.0},{"color":"amber","edits":14,"time":0},{"color":"amber","edits":23,"time":0},{"color":"amber","edits":2,"time":27.0},{"color":"amber","edits":2,"time":21.0},{"color":"amber","edits":2,"time":843.0},{"color":"amber","edits":4,"time":223.0},{"color":"amber","edits":1,"time":125.0},{"color":"amber","edits":2,"time":279.0},{"color":"amber","edits":2,"time":80.0},{"color":"amber","edits":27,"time":636.0},{"color":"amber","edits":2,"time":38.0},{"color":"amber","edits":2,"time":72.0},{"color":"amber","edits":6,"time":43.0},{"color":"amber","edits":2,"time":14.0},{"color":"amber","edits":1,"time":25.0},{"color":"red","edits":2,"time":13.0},{"color":"amber","edits":2,"time":110.0},{"color":"amber","edits":2,"time":19.0},{"color":"amber","edits":2,"time":12.0},{"color":"amber","edits":0,"time":27.0},{"color":"amber","edits":2,"time":104.0},{"color":"red","edits":2,"time":18.0},{"color":"green","edits":3,"time":53.0}],"totalEdits":107,"totalTime":2790.0}]|47.43783632868575
11A2FD5058|Java-1.8_JUnit|Leap_Years|1|gorilla|/Users/hughryan/Developer/cyberdojo/katas/11/A2FD5058/gorilla/|2014-02-21 01:56:41 -0800|936.0|9|5|3|1|19|57|2|NA|1.000000|1.000000|1|false|+{red:0:24.0}+{red:31:459.0}+{green:2:165.0}~{amber:4:60.0}~{green:2:12.0}~{green:7:106.0}~{red:3:18.0}~{red:4:58.0}~{red:4:34.0}|[{"lights":[{"color":"red","edits":0,"time":24.0},{"color":"red","edits":31,"time":459.0},{"color":"green","edits":2,"time":165.0}],"totalEdits":33,"totalTime":648.0}]|42.85172533983966
11F0A3A49B|Python-unittest|Game_of_Life|1|cheetah|/Users/hughryan/Developer/cyberdojo/katas/11/F0A3A49B/cheetah/|2013-12-14 18:12:08 -0800|2695.0|27|6|9|12|36|127|1|14|NA|0.958|2|true|+{red:0:5.0}+{green:4:164.0}~{green:0:341.0}~{amber:5:155.0}~{amber:2:24.0}~{amber:3:64.0}~{green:2:14.0}~{amber:11:165.0}~{green:2:32.0}~{green:9:181.0}~{red:2:50.0}~{red:2:22.0}~{green:3:53.0}~{amber:7:226.0}~{amber:2:49.0}~{amber:0:17.0}~{amber:6:38.0}~{green:2:50.0}~{amber:11:223.0}~{green:3:36.0}+{amber:20:569.0}+{amber:2:27.0}+{red:2:20.0}+{red:2:27.0}+{amber:9:56.0}+{red:15:63.0}+{green:1:24.0}|[{"lights":[{"color":"red","edits":0,"time":5.0},{"color":"green","edits":4,"time":164.0}],"totalEdits":4,"totalTime":169.0},{"lights":[{"color":"amber","edits":20,"time":569.0},{"color":"amber","edits":2,"time":27.0},{"color":"red","edits":2,"time":20.0},{"color":"red","edits":2,"time":27.0},{"color":"amber","edits":9,"time":56.0},{"color":"red","edits":15,"time":63.0},{"color":"green","edits":1,"time":24.0}],"totalEdits":51,"totalTime":786.0}]|52.87096352519502
120658DF8C|Java-1.8_JUnit|Print_Diamond|1|hippo|/Users/hughryan/Developer/cyberdojo/katas/12/0658DF8C/hippo/|2014-05-13 12:29:42 -0700|1334.0|17|5|8|4|47|118|5|NA|1.000000|1.000000|4|true|+{red:0:19.0}+{red:19:183.0}+{green:2:29.0}~{green:8:64.0}~{amber:8:62.0}~{amber:4:87.0}~{green:4:35.0}+{red:11:33.0}+{green:19:187.0}~{green:17:29.0}~{green:10:63.0}+{red:1:110.0}+{green:2:28.0}+{amber:5:318.0}+{red:2:23.0}+{amber:4:40.0}+{green:2:24.0}|[{"lights":[{"color":"red","edits":0,"time":19.0},{"color":"red","edits":19,"time":183.0},{"color":"green","edits":2,"time":29.0}],"totalEdits":21,"totalTime":231.0},{"lights":[{"color":"red","edits":11,"time":33.0},{"color":"green","edits":19,"time":187.0}],"totalEdits":30,"totalTime":220.0},{"lights":[{"color":"red","edits":1,"time":110.0},{"color":"green","edits":2,"time":28.0}],"totalEdits":3,"totalTime":138.0},{"lights":[{"color":"amber","edits":5,"time":318.0},{"color":"red","edits":2,"time":23.0},{"color":"amber","edits":4,"time":40.0},{"color":"green","edits":2,"time":24.0}],"totalEdits":13,"totalTime":405.0}]|51.06842511129026
123383EEE1|Java-1.8_JUnit|Prime_Factors|2|cheetah|/Users/hughryan/Developer/cyberdojo/katas/12/3383EEE1/cheetah/|2013-09-13 15:15:44 -0700|958.0|12|7|3|2|23|55|4|NA|1.000000|1.000000|2|false|+{red:0:169.0}+{green:2:14.0}+{amber:5:118.0}+{amber:6:54.0}+{red:2:15.0}+{red:2:22.0}+{green:4:45.0}~{green:6:46.0}~{red:7:45.0}~{red:13:307.0}~{red:2:45.0}~{red:6:78.0}|[{"lights":[{"color":"red","edits":0,"time":169.0},{"color":"green","edits":2,"time":14.0}],"totalEdits":2,"totalTime":183.0},{"lights":[{"color":"amber","edits":5,"time":118.0},{"color":"amber","edits":6,"time":54.0},{"color":"red","edits":2,"time":15.0},{"color":"red","edits":2,"time":22.0},{"color":"green","edits":4,"time":45.0}],"totalEdits":19,"totalTime":254.0}]|34.8797811561925
123383EEE1|Java-1.8_JUnit|Prime_Factors|2|gorilla|/Users/hughryan/Developer/cyberdojo/katas/12/3383EEE1/gorilla/|2013-09-13 15:15:44 -0700|65.0|2|2|0|0|10|0|1|NA|1.000000|1.000000|0|false|~{red:0:16.0}~{red:0:49.0}|[]|40.0
125FB6B782|Java-1.8_JUnit|Roman_Numerals|5|alligator|/Users/hughryan/Developer/cyberdojo/katas/12/5FB6B782/alligator/|2014-05-13 20:39:08 -0700|940.0|10|5|3|2|10|37|1|NA|1.000000|1.000000|2|false|+{red:0:0}+{amber:4:117.0}+{red:2:14.0}+{green:2:35.0}+{amber:14:385.0}+{red:4:23.0}+{green:2:140.0}~{green:5:108.0}~{red:4:19.0}~{red:0:99.0}|[{"lights":[{"color":"red","edits":0,"time":0},{"color":"amber","edits":4,"time":117.0},{"color":"red","edits":2,"time":14.0},{"color":"green","edits":2,"time":35.0}],"totalEdits":8,"totalTime":166.0},{"lights":[{"color":"amber","edits":14,"time":385.0},{"color":"red","edits":4,"time":23.0},{"color":"green","edits":2,"time":140.0}],"totalEdits":20,"totalTime":548.0}]|36.66363636363636
125FB6B782|Java-1.8_JUnit|Roman_Numerals|5|moose|/Users/hughryan/Developer/cyberdojo/katas/12/5FB6B782/moose/|2014-05-13 20:39:08 -0700|424.0|6|3|2|1|16|33|2|NA|1.000000|1.000000|2|true|+{red:0:0}+{red:19:260.0}+{green:2:16.0}+{amber:7:81.0}+{red:2:29.0}+{green:3:38.0}|[{"lights":[{"color":"red","edits":0,"time":0},{"color":"red","edits":19,"time":260.0},{"color":"green","edits":2,"time":16.0}],"totalEdits":21,"totalTime":276.0},{"lights":[{"color":"amber","edits":7,"time":81.0},{"color":"red","edits":2,"time":29.0},{"color":"green","edits":3,"time":38.0}],"totalEdits":12,"totalTime":148.0}]|54.996703296703295
125FB6B782|Java-1.8_JUnit|Roman_Numerals|5|snake|/Users/hughryan/Developer/cyberdojo/katas/12/5FB6B782/snake/|2014-05-13 20:39:08 -0700|6736.0|71|21|25|25|81|349|1|NA|1.000000|1.000000|12|true|+{red:0:42.0}+{amber:12:311.0}+{amber:4:85.0}+{amber:4:55.0}+{amber:0:87.0}+{green:4:40.0}~{amber:2:35.0}~{green:2:20.0}~{amber:39:0}~{amber:4:41.0}~{green:2:24.0}+{red:3:27.0}+{amber:13:974.0}+{amber:2:35.0}+{amber:5:65.0}+{green:2:82.0}+{red:11:119.0}+{green:7:137.0}+{red:7:79.0}+{green:5:57.0}+{red:6:61.0}+{green:4:56.0}+{amber:7:89.0}+{red:2:15.0}+{green:5:64.0}+{red:6:58.0}+{green:4:85.0}+{red:6:60.0}+{green:4:58.0}+{red:3:34.0}+{red:4:160.0}+{amber:14:176.0}+{amber:2:14.0}+{amber:2:15.0}+{amber:2:54.0}+{amber:4:21.0}+{amber:2:18.0}+{green:2:14.0}~{green:3:33.0}+{red:3:18.0}+{amber:6:84.0}+{red:2:10.0}+{red:6:240.0}+{amber:18:558.0}+{green:2:35.0}+{red:3:33.0}+{amber:6:422.0}+{amber:2:12.0}+{red:2:21.0}+{red:2:82.0}+{red:2:241.0}+{red:2:50.0}+{red:1:118.0}+{red:2:113.0}+{amber:6:95.0}+{green:4:28.0}~{green:3:25.0}~{green:3:25.0}~{green:9:88.0}~{green:3:29.0}~{amber:1:43.0}~{green:2:10.0}~{green:3:93.0}~{green:3:60.0}~{green:3:64.0}+{red:3:50.0}+{green:12:290.0}~{amber:20:309.0}~{amber:1:9.0}~{green:2:16.0}~{green:2:65.0}|[{"lights":[{"color":"red","edits":0,"time":42.0},{"color":"amber","edits":12,"time":311.0},{"color":"amber","edits":4,"time":85.0},{"color":"amber","edits":4,"time":55.0},{"color":"amber","edits":0,"time":87.0},{"color":"green","edits":4,"time":40.0}],"totalEdits":24,"totalTime":620.0},{"lights":[{"color":"red","edits":3,"time":27.0},{"color":"amber","edits":13,"time":974.0},{"color":"amber","edits":2,"time":35.0},{"color":"amber","edits":5,"time":65.0},{"color":"green","edits":2,"time":82.0}],"totalEdits":25,"totalTime":1183.0},{"lights":[{"color":"red","edits":11,"time":119.0},{"color":"green","edits":7,"time":137.0}],"totalEdits":18,"totalTime":256.0},{"lights":[{"color":"red","edits":7,"time":79.0},{"color":"green","edits":5,"time":57.0}],"totalEdits":12,"totalTime":136.0},{"lights":[{"color":"red","edits":6,"time":61.0},{"color":"green","edits":4,"time":56.0}],"totalEdits":10,"totalTime":117.0},{"lights":[{"color":"amber","edits":7,"time":89.0},{"color":"red","edits":2,"time":15.0},{"color":"green","edits":5,"time":64.0}],"totalEdits":14,"totalTime":168.0},{"lights":[{"color":"red","edits":6,"time":58.0},{"color":"green","edits":4,"time":85.0}],"totalEdits":10,"totalTime":143.0},{"lights":[{"color":"red","edits":6,"time":60.0},{"color":"green","edits":4,"time":58.0}],"totalEdits":10,"totalTime":118.0},{"lights":[{"color":"red","edits":3,"time":34.0},{"color":"red","edits":4,"time":160.0},{"color":"amber","edits":14,"time":176.0},{"color":"amber","edits":2,"time":14.0},{"color":"amber","edits":2,"time":15.0},{"color":"amber","edits":2,"time":54.0},{"color":"amber","edits":4,"time":21.0},{"color":"amber","edits":2,"time":18.0},{"color":"green","edits":2,"time":14.0}],"totalEdits":35,"totalTime":506.0},{"lights":[{"color":"red","edits":3,"time":18.0},{"color":"amber","edits":6,"time":84.0},{"color":"red","edits":2,"time":10.0},{"color":"red","edits":6,"time":240.0},{"color":"amber","edits":18,"time":558.0},{"color":"green","edits":2,"time":35.0}],"totalEdits":37,"totalTime":945.0},{"lights":[{"color":"red","edits":3,"time":33.0},{"color":"amber","edits":6,"time":422.0},{"color":"amber","edits":2,"time":12.0},{"color":"red","edits":2,"time":21.0},{"color":"red","edits":2,"time":82.0},{"color":"red","edits":2,"time":241.0},{"color":"red","edits":2,"time":50.0},{"color":"red","edits":1,"time":118.0},{"color":"red","edits":2,"time":113.0},{"color":"amber","edits":6,"time":95.0},{"color":"green","edits":4,"time":28.0}],"totalEdits":32,"totalTime":1215.0},{"lights":[{"color":"red","edits":3,"time":50.0},{"color":"green","edits":12,"time":290.0}],"totalEdits":15,"totalTime":340.0}]|31.760716111343463
12989FB6EA|Java-1.8_JUnit|Mine_Field|2|elephant|/Users/hughryan/Developer/cyberdojo/katas/12/989FB6EA/elephant/|2014-07-22 03:47:12 -0700|75.0|3|3|0|0|10|0|1|NA|1.000000|1.000000|0|false|~{red:0:24.0}~{red:0:17.0}~{red:0:34.0}|[]|40.0
12E1BBC037|Java-1.8_JUnit|Fizz_Buzz|1|koala|/Users/hughryan/Developer/cyberdojo/katas/12/E1BBC037/koala/|2013-03-17 21:10:24 -0700|3624.0|44|18|17|9|76|270|11|NA|1.000000|1.000000|9|true|+{red:0:8.0}+{amber:0:102.0}+{amber:4:20.0}+{red:2:11.0}+{amber:10:80.0}+{amber:4:30.0}+{red:4:44.0}+{green:2:10.0}+{red:9:38.0}+{red:2:14.0}+{green:6:44.0}+{red:7:43.0}+{green:4:61.0}~{green:10:298.0}+{red:13:68.0}+{amber:2:41.0}+{green:2:9.0}+{red:7:47.0}+{amber:4:44.0}+{green:2:18.0}+{red:10:29.0}+{amber:11:171.0}+{green:2:37.0}+{red:10:117.0}+{amber:19:208.0}+{red:8:20.0}+{red:12:120.0}+{green:10:34.0}~{green:13:299.0}+{red:10:118.0}+{red:2:49.0}+{green:3:33.0}~{green:10:45.0}+{red:7:96.0}+{red:2:14.0}+{red:4:29.0}+{red:6:49.0}+{green:4:24.0}~{green:3:38.0}~{green:12:73.0}~{green:7:184.0}~{green:7:125.0}~{amber:2:671.0}~{green:2:11.0}|[{"lights":[{"color":"red","edits":0,"time":8.0},{"color":"amber","edits":0,"time":102.0},{"color":"amber","edits":4,"time":20.0},{"color":"red","edits":2,"time":11.0},{"color":"amber","edits":10,"time":80.0},{"color":"amber","edits":4,"time":30.0},{"color":"red","edits":4,"time":44.0},{"color":"green","edits":2,"time":10.0}],"totalEdits":26,"totalTime":305.0},{"lights":[{"color":"red","edits":9,"time":38.0},{"color":"red","edits":2,"time":14.0},{"color":"green","edits":6,"time":44.0}],"totalEdits":17,"totalTime":96.0},{"lights":[{"color":"red","edits":7,"time":43.0},{"color":"green","edits":4,"time":61.0}],"totalEdits":11,"totalTime":104.0},{"lights":[{"color":"red","edits":13,"time":68.0},{"color":"amber","edits":2,"time":41.0},{"color":"green","edits":2,"time":9.0}],"totalEdits":17,"totalTime":118.0},{"lights":[{"color":"red","edits":7,"time":47.0},{"color":"amber","edits":4,"time":44.0},{"color":"green","edits":2,"time":18.0}],"totalEdits":13,"totalTime":109.0},{"lights":[{"color":"red","edits":10,"time":29.0},{"color":"amber","edits":11,"time":171.0},{"color":"green","edits":2,"time":37.0}],"totalEdits":23,"totalTime":237.0},{"lights":[{"color":"red","edits":10,"time":117.0},{"color":"amber","edits":19,"time":208.0},{"color":"red","edits":8,"time":20.0},{"color":"red","edits":12,"time":120.0},{"color":"green","edits":10,"time":34.0}],"totalEdits":59,"totalTime":499.0},{"lights":[{"color":"red","edits":10,"time":118.0},{"color":"red","edits":2,"time":49.0},{"color":"green","edits":3,"time":33.0}],"totalEdits":15,"totalTime":200.0},{"lights":[{"color":"red","edits":7,"time":96.0},{"color":"red","edits":2,"time":14.0},{"color":"red","edits":4,"time":29.0},{"color":"red","edits":6,"time":49.0},{"color":"green","edits":4,"time":24.0}],"totalEdits":23,"totalTime":212.0}]|48.6918892341169
12EDA77DD9|Java-1.8_JUnit|Leap_Years|4|raccoon|/Users/hughryan/Developer/cyberdojo/katas/12/EDA77DD9/raccoon/|2012-12-13 02:20:07 -0800|1244.0|17|5|6|6|34|62|5|NA|1.000000|1.000000|4|true|+{red:0:90.0}+{red:2:103.0}+{green:2:31.0}+{amber:7:190.0}+{amber:4:0}+{amber:2:16.0}+{red:2:51.0}+{green:2:19.0}~{amber:5:67.0}~{green:2:24.0}~{green:7:88.0}+{red:7:173.0}+{amber:7:131.0}+{green:2:66.0}+{red:7:105.0}+{amber:2:75.0}+{green:2:15.0}|[{"lights":[{"color":"red","edits":0,"time":90.0},{"color":"red","edits":2,"time":103.0},{"color":"green","edits":2,"time":31.0}],"totalEdits":4,"totalTime":224.0},{"lights":[{"color":"amber","edits":7,"time":190.0},{"color":"amber","edits":4,"time":0},{"color":"amber","edits":2,"time":16.0},{"color":"red","edits":2,"time":51.0},{"color":"green","edits":2,"time":19.0}],"totalEdits":17,"totalTime":276.0},{"lights":[{"color":"red","edits":7,"time":173.0},{"color":"amber","edits":7,"time":131.0},{"color":"green","edits":2,"time":66.0}],"totalEdits":16,"totalTime":370.0},{"lights":[{"color":"red","edits":7,"time":105.0},{"color":"amber","edits":2,"time":75.0},{"color":"green","edits":2,"time":15.0}],"totalEdits":11,"totalTime":195.0}]|49.62346661084362
